,Age,Gender,Race,Race_alternative,Highest education,First language,Gender_label,Race_label,Highest education_label
471,48,1,2,,7,English,female,Black,Bachelor or equivalent
472,27,1,2,,7,Sotho,female,Black,Bachelor or equivalent
473,22,2,2,,5,Shona,male,Black,Post-secondary non-tertiary education
474,23,2,1,,4,English,male,White,Upper secondary education
475,22,2,2,,6,English,male,Black,Short-cycle tertiary education
476,21,2,2,,7,English,male,Black,Bachelor or equivalent
477,21,1,2,,7,isiXhosa,female,Black,Bachelor or equivalent
478,24,1,2,,8,isiXhosa,female,Black,Master or equivalent
479,30,1,2,,7,English,female,Black,Bachelor or equivalent
480,27,1,6,Coloured,5,English,female,Other (write in),Post-secondary non-tertiary education
482,28,1,2,,7,siswati,female,Black,Bachelor or equivalent
483,24,1,1,,6,English,female,White,Short-cycle tertiary education
484,24,2,2,,4,English,male,Black,Upper secondary education
485,23,1,2,,7,English,female,Black,Bachelor or equivalent
486,23,1,2,,7,isiXhosa,female,Black,Bachelor or equivalent
487,26,2,2,,7,English,male,Black,Bachelor or equivalent
488,25,1,2,,5,English,female,Black,Post-secondary non-tertiary education
489,22,1,2,,7,English,female,Black,Bachelor or equivalent
490,24,2,2,,7,Northern Sotho,male,Black,Bachelor or equivalent
491,24,2,2,,5,zulu,male,Black,Post-secondary non-tertiary education
492,22,1,3,,4,Shona,female,"South Asian Indian, Pakistani, etc.",Upper secondary education
493,23,2,2,,8,IsiXhosa,male,Black,Master or equivalent
495,24,1,2,,6,English,female,Black,Short-cycle tertiary education
496,36,1,2,,7,Xhosa,female,Black,Bachelor or equivalent
497,38,1,2,,7,Shona,female,Black,Bachelor or equivalent
498,42,1,1,,7,Afrikaans,female,White,Bachelor or equivalent
499,23,1,2,,4,English,female,Black,Upper secondary education
501,20,1,2,,7,sepedi,female,Black,Bachelor or equivalent
502,29,1,2,,6,English,female,Black,Short-cycle tertiary education
503,19,2,2,,5,Sesotho,male,Black,Post-secondary non-tertiary education
504,34,1,2,,7,English ,female,Black,Bachelor or equivalent
505,20,1,2,,7,ENGLISH,female,Black,Bachelor or equivalent
506,21,1,2,,5,xhosa,female,Black,Post-secondary non-tertiary education
507,23,1,2,,7,XiTsonga,female,Black,Bachelor or equivalent
508,22,1,2,,7,English ,female,Black,Bachelor or equivalent
509,43,1,6,Mixed,5,English,female,Other (write in),Post-secondary non-tertiary education
511,28,1,2,,7,English,female,Black,Bachelor or equivalent
512,26,2,2,,7,English,male,Black,Bachelor or equivalent
513,23,1,2,,5,English ,female,Black,Post-secondary non-tertiary education
514,23,2,2,,7,Shona,male,Black,Bachelor or equivalent
515,34,2,2,,6,Tshivenda,male,Black,Short-cycle tertiary education
516,28,2,2,,7,Sesotho,male,Black,Bachelor or equivalent
517,28,1,2,,7,Sepedi,female,Black,Bachelor or equivalent
518,30,2,2,,7,English,male,Black,Bachelor or equivalent
519,21,2,2,,6,English,male,Black,Short-cycle tertiary education
520,27,1,1,,7,English,female,White,Bachelor or equivalent
521,24,1,2,,4,English ,female,Black,Upper secondary education
522,21,1,2,,7,ENGLISH,female,Black,Bachelor or equivalent
523,49,1,1,,6,English,female,White,Short-cycle tertiary education
524,22,1,2,,7,English,female,Black,Bachelor or equivalent
526,25,1,2,,4,Isixhosa ,female,Black,Upper secondary education
527,24,1,2,,8,english,female,Black,Master or equivalent
528,23,2,2,,4,English,male,Black,Upper secondary education
529,27,2,1,,5,Afrikaans,male,White,Post-secondary non-tertiary education
530,27,2,3,,6,English,male,"South Asian Indian, Pakistani, etc.",Short-cycle tertiary education
532,21,2,2,,4,TSWANA,male,Black,Upper secondary education
533,19,1,2,,4,Isindebele,female,Black,Upper secondary education
534,30,1,6,Coloured,6,English,female,Other (write in),Short-cycle tertiary education
536,22,2,2,,7,xhosa,male,Black,Bachelor or equivalent
537,20,1,2,,5,Sesotho,female,Black,Post-secondary non-tertiary education
538,25,1,2,,7,English ,female,Black,Bachelor or equivalent
539,27,1,2,,7,English,female,Black,Bachelor or equivalent
540,45,1,6,South African Indian,6,English,female,Other (write in),Short-cycle tertiary education
541,19,2,2,,7,English ,male,Black,Bachelor or equivalent
542,22,2,2,,6,English ,male,Black,Short-cycle tertiary education
543,23,2,1,,6,english,male,White,Short-cycle tertiary education
544,26,2,6,Coloured,7,English,male,Other (write in),Bachelor or equivalent
546,32,1,2,,6,English ,female,Black,Short-cycle tertiary education
547,23,1,2,,6,Shona,female,Black,Short-cycle tertiary education
548,20,1,2,,4,english,female,Black,Upper secondary education
549,26,1,2,,7,IsiXhosa,female,Black,Bachelor or equivalent
551,30,2,2,,7,Xitsonga,male,Black,Bachelor or equivalent
552,20,1,2,,7,IsiXhosa,female,Black,Bachelor or equivalent
553,29,1,6,Mixed Race,4,English,female,Other (write in),Upper secondary education
554,27,1,2,,7,siswati,female,Black,Bachelor or equivalent
555,34,2,2,,7,Ndebele,male,Black,Bachelor or equivalent
556,32,1,2,,7,English and Setswana,female,Black,Bachelor or equivalent
557,33,2,2,,5,Sepedi ,male,Black,Post-secondary non-tertiary education
558,29,1,2,,7,Shona,female,Black,Bachelor or equivalent
559,36,1,2,,7,English,female,Black,Bachelor or equivalent
560,31,1,2,,7,isiXhosa,female,Black,Bachelor or equivalent
561,20,1,2,,6,isiXhosa,female,Black,Short-cycle tertiary education
562,40,1,2,,7,Shona,female,Black,Bachelor or equivalent
563,22,1,2,,7,Portuguese,female,Black,Bachelor or equivalent
564,29,2,2,,7,Zulu,male,Black,Bachelor or equivalent
565,22,1,2,,7,English,female,Black,Bachelor or equivalent
566,29,1,2,,7,Zulu,female,Black,Bachelor or equivalent
568,29,1,2,,4,Sesotho,female,Black,Upper secondary education
569,20,1,2,,4,IsiZulu,female,Black,Upper secondary education
570,24,1,2,,7,English,female,Black,Bachelor or equivalent
571,32,1,2,,7,setswana,female,Black,Bachelor or equivalent
572,20,1,2,,7,English,female,Black,Bachelor or equivalent
573,33,1,2,,5,English,female,Black,Post-secondary non-tertiary education
575,27,1,2,,6,English,female,Black,Short-cycle tertiary education
576,25,1,2,,7,English,female,Black,Bachelor or equivalent
577,24,2,2,,7,isiXhosa,male,Black,Bachelor or equivalent
578,24,1,2,,7,English,female,Black,Bachelor or equivalent
579,25,1,6,Islander,7,French,female,Other (write in),Bachelor or equivalent
580,34,2,2,,6,Sesotho,male,Black,Short-cycle tertiary education
582,20,2,2,,5,sesotho,male,Black,Post-secondary non-tertiary education
583,31,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
584,26,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
585,21,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
586,20,1,2,,5,Setswana,female,Black,Post-secondary non-tertiary education
587,22,1,4,,4,English,female,"East Asian Chinese, Japanese, etc.",Upper secondary education
588,26,1,2,,6,tshivenda,female,Black,Short-cycle tertiary education
589,31,1,2,,8,IsiXhosa,female,Black,Master or equivalent
590,37,2,2,,7,Xhosa,male,Black,Bachelor or equivalent
591,34,1,2,,7,IsiXhosa,female,Black,Bachelor or equivalent
592,29,1,2,,6,English,female,Black,Short-cycle tertiary education
593,32,1,2,,7,Zulu,female,Black,Bachelor or equivalent
594,23,2,2,,7,English,male,Black,Bachelor or equivalent
595,38,2,2,,7,Sesotho,male,Black,Bachelor or equivalent
596,30,2,6,Coloured,7,English,male,Other (write in),Bachelor or equivalent
599,24,2,2,,8,tsonga,male,Black,Master or equivalent
600,25,2,2,,7,Xitsonga,male,Black,Bachelor or equivalent
601,26,1,2,,6,isindebele,female,Black,Short-cycle tertiary education
602,20,1,2,,7,english,female,Black,Bachelor or equivalent
603,21,1,2,,4,Setswana ,female,Black,Upper secondary education
604,25,2,2,,7,Zulu,male,Black,Bachelor or equivalent
605,20,2,2,,4,Isizulu,male,Black,Upper secondary education
606,32,1,3,,7,english,female,"South Asian Indian, Pakistani, etc.",Bachelor or equivalent
607,32,1,2,,5,English,female,Black,Post-secondary non-tertiary education
608,75,1,1,,4,English,female,White,Upper secondary education
609,31,1,2,,7,English ,female,Black,Bachelor or equivalent
610,23,1,6,Coloured ,7,English ,female,Other (write in),Bachelor or equivalent
611,23,1,2,,7,English ,female,Black,Bachelor or equivalent
612,26,1,2,,8,Sepedi,female,Black,Master or equivalent
614,45,2,3,,5,English,male,"South Asian Indian, Pakistani, etc.",Post-secondary non-tertiary education
615,26,1,2,,7,siSwati,female,Black,Bachelor or equivalent
616,24,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
617,45,2,1,,6,English,male,White,Short-cycle tertiary education
618,22,2,2,,5,IsiZulu,male,Black,Post-secondary non-tertiary education
619,25,2,2,,7,English ,male,Black,Bachelor or equivalent
620,20,1,2,,7,English,female,Black,Bachelor or equivalent
622,55,2,1,,6,Afrikaans,male,White,Short-cycle tertiary education
623,19,1,2,,7,IsiXhosa,female,Black,Bachelor or equivalent
624,31,2,2,,7,Tshivenda,male,Black,Bachelor or equivalent
625,27,1,2,,7,Setswana,female,Black,Bachelor or equivalent
626,25,1,2,,7,English,female,Black,Bachelor or equivalent
627,19,1,3,,7,English ,female,"South Asian Indian, Pakistani, etc.",Bachelor or equivalent
628,24,2,2,,7,Sepedi,male,Black,Bachelor or equivalent
629,27,1,3,,7,English ,female,"South Asian Indian, Pakistani, etc.",Bachelor or equivalent
630,26,1,2,,7,Isizulu ,female,Black,Bachelor or equivalent
631,30,1,2,,7,Isizulu,female,Black,Bachelor or equivalent
632,22,1,2,,7,tswana,female,Black,Bachelor or equivalent
633,26,2,2,,7,Tshivenda,male,Black,Bachelor or equivalent
634,32,1,2,,7,Swazi,female,Black,Bachelor or equivalent
635,20,1,2,,5,isizulu,female,Black,Post-secondary non-tertiary education
637,28,1,2,,7,English ,female,Black,Bachelor or equivalent
638,25,1,1,,4,English,female,White,Upper secondary education
639,29,1,2,,7,Siswati ,female,Black,Bachelor or equivalent
640,42,1,1,,6,Afrikaans,female,White,Short-cycle tertiary education
641,21,1,2,,7,English,female,Black,Bachelor or equivalent
642,31,2,2,,7,Zulu,male,Black,Bachelor or equivalent
643,27,1,2,,5,English,female,Black,Post-secondary non-tertiary education
644,30,1,2,,5,english,female,Black,Post-secondary non-tertiary education
645,24,2,2,,6,English,male,Black,Short-cycle tertiary education
646,30,2,2,,4,English,male,Black,Upper secondary education
647,20,1,2,,4,English,female,Black,Upper secondary education
648,20,1,2,,4,English,female,Black,Upper secondary education
649,30,2,2,,6,Sepedi,male,Black,Short-cycle tertiary education
650,23,2,2,,7,Xitsonga,male,Black,Bachelor or equivalent
651,45,1,2,,4,isiZulu ,female,Black,Upper secondary education
653,31,1,2,,7,isizulu,female,Black,Bachelor or equivalent
654,23,1,2,,7,Isizulu,female,Black,Bachelor or equivalent
655,29,2,2,,7,SEPEDI,male,Black,Bachelor or equivalent
656,30,2,2,,5,English ,male,Black,Post-secondary non-tertiary education
657,25,2,2,,7,English,male,Black,Bachelor or equivalent
658,65,2,1,,5,Afrikaans,male,White,Post-secondary non-tertiary education
659,23,1,2,,7,XHOSA,female,Black,Bachelor or equivalent
661,27,2,2,,7,English,male,Black,Bachelor or equivalent
662,26,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
663,27,1,2,,7,English ,female,Black,Bachelor or equivalent
664,21,1,2,,4,sepedi,female,Black,Upper secondary education
665,38,1,2,,8,SeSotho,female,Black,Master or equivalent
666,25,2,2,,7,Xitsonga,male,Black,Bachelor or equivalent
668,31,2,2,,7,Zulu,male,Black,Bachelor or equivalent
669,39,2,2,,7,English,male,Black,Bachelor or equivalent
670,25,1,2,,5,ENGLISH,female,Black,Post-secondary non-tertiary education
671,25,1,2,,7,English,female,Black,Bachelor or equivalent
672,22,2,2,,4,Shona,male,Black,Upper secondary education
673,22,1,2,,5,ENGLISH,female,Black,Post-secondary non-tertiary education
675,25,1,2,,6,setswana,female,Black,Short-cycle tertiary education
677,21,2,2,,4,IsiXhosa,male,Black,Upper secondary education
678,33,1,2,,6,English ,female,Black,Short-cycle tertiary education
679,21,1,2,,7,IsiXhosa,female,Black,Bachelor or equivalent
680,46,2,2,,4,English ,male,Black,Upper secondary education
681,37,1,2,,7,zulu,female,Black,Bachelor or equivalent
682,22,1,2,,7,Tshivenda,female,Black,Bachelor or equivalent
683,38,1,2,,5,englisg,female,Black,Post-secondary non-tertiary education
684,28,1,2,,7,Sepedi,female,Black,Bachelor or equivalent
685,21,1,2,,7,Setswana,female,Black,Bachelor or equivalent
686,33,2,2,,7,english,male,Black,Bachelor or equivalent
688,21,1,2,,7,Zulu,female,Black,Bachelor or equivalent
689,23,1,1,,5,English,female,White,Post-secondary non-tertiary education
690,22,1,2,,7,English,female,Black,Bachelor or equivalent
691,20,2,2,,5,English,male,Black,Post-secondary non-tertiary education
692,23,1,2,,7,English ,female,Black,Bachelor or equivalent
693,23,2,3,,7,English,male,"South Asian Indian, Pakistani, etc.",Bachelor or equivalent
694,32,2,2,,5,english,male,Black,Post-secondary non-tertiary education
696,26,1,2,,8,English,female,Black,Master or equivalent
697,20,1,2,,7,IsiXhosa,female,Black,Bachelor or equivalent
698,20,1,2,,4,English,female,Black,Upper secondary education
699,20,2,2,,4,Tswana,male,Black,Upper secondary education
700,23,1,2,,7,Tshivenda ,female,Black,Bachelor or equivalent
701,36,1,2,,6,N.sotho,female,Black,Short-cycle tertiary education
702,34,1,6,Coloured,4,English,female,Other (write in),Upper secondary education
704,25,1,2,,7,Isizulu ,female,Black,Bachelor or equivalent
705,39,2,2,,8,engish,male,Black,Master or equivalent
706,21,1,2,,6,english,female,Black,Short-cycle tertiary education
707,26,2,2,,7,Xhosa,male,Black,Bachelor or equivalent
708,33,1,2,,7,Xhosa ,female,Black,Bachelor or equivalent
709,31,2,2,,5,Tshivenda,male,Black,Post-secondary non-tertiary education
710,20,2,6,coloured,5,english,male,Other (write in),Post-secondary non-tertiary education
711,27,1,1,,4,Afrikaans ,female,White,Upper secondary education
712,26,1,2,,8,Shona,female,Black,Master or equivalent
713,36,1,2,,7,XITSONGA,female,Black,Bachelor or equivalent
714,30,1,2,,7,Sepedi,female,Black,Bachelor or equivalent
715,39,1,1,,4,ENGLISH,female,White,Upper secondary education
716,21,1,6,Colored,5,English,female,Other (write in),Post-secondary non-tertiary education
718,38,1,2,,7,English,female,Black,Bachelor or equivalent
720,28,1,2,,7,Isizulu,female,Black,Bachelor or equivalent
721,28,1,2,,7,English ,female,Black,Bachelor or equivalent
722,30,2,2,,7,Isizulu,male,Black,Bachelor or equivalent
723,26,2,2,,6,Sesotho ,male,Black,Short-cycle tertiary education
724,25,1,2,,7,English ,female,Black,Bachelor or equivalent
726,20,1,2,,7,Isixhosa,female,Black,Bachelor or equivalent
727,23,1,2,,4,isizulu,female,Black,Upper secondary education
728,25,1,2,,7,english,female,Black,Bachelor or equivalent
730,23,1,2,,5,Isizulu,female,Black,Post-secondary non-tertiary education
731,24,2,2,,7,English,male,Black,Bachelor or equivalent
732,20,2,2,,7,English,male,Black,Bachelor or equivalent
733,24,1,2,,7,English,female,Black,Bachelor or equivalent
734,26,2,2,,7,IsiZulu,male,Black,Bachelor or equivalent
735,26,2,2,,7,English,male,Black,Bachelor or equivalent
736,20,2,2,,4,IsiXhosa,male,Black,Upper secondary education
737,30,2,2,,7,TSHIVENDA,male,Black,Bachelor or equivalent
738,35,1,2,,5,English,female,Black,Post-secondary non-tertiary education
739,25,1,2,,7,Tshivenda ,female,Black,Bachelor or equivalent
740,21,2,2,,7,English,male,Black,Bachelor or equivalent
741,35,2,2,,7,IsiZulu,male,Black,Bachelor or equivalent
742,22,1,2,,6,English,female,Black,Short-cycle tertiary education
743,24,1,2,,6,Sesotho,female,Black,Short-cycle tertiary education
744,25,1,2,,7,Siswati,female,Black,Bachelor or equivalent
745,21,1,2,,4,english,female,Black,Upper secondary education
746,28,2,2,,6,English,male,Black,Short-cycle tertiary education
747,21,1,2,,7,Xhosa,female,Black,Bachelor or equivalent
748,43,2,2,,4,english,male,Black,Upper secondary education
749,40,1,2,,7,English ,female,Black,Bachelor or equivalent
750,33,1,2,,7,IsiZulu,female,Black,Bachelor or equivalent
751,21,2,2,,6,English,male,Black,Short-cycle tertiary education
752,18,1,2,,7,Sesotho,female,Black,Bachelor or equivalent
753,55,2,1,,7,English,male,White,Bachelor or equivalent
754,30,1,2,,7,English,female,Black,Bachelor or equivalent
755,35,2,2,,6,Tsonga ,male,Black,Short-cycle tertiary education
756,28,2,2,,5,Setswana ,male,Black,Post-secondary non-tertiary education
757,39,1,2,,7,isizulu,female,Black,Bachelor or equivalent
760,24,2,2,,7,Siswati,male,Black,Bachelor or equivalent
762,23,1,2,,6,Sesotho,female,Black,Short-cycle tertiary education
763,19,2,2,,4,english,male,Black,Upper secondary education
764,27,2,2,,7,IsiZulu,male,Black,Bachelor or equivalent
765,36,2,2,,8,English,male,Black,Master or equivalent
766,21,1,2,,5,English,female,Black,Post-secondary non-tertiary education
767,33,1,2,,7,Shona,female,Black,Bachelor or equivalent
770,25,1,2,,6,english,female,Black,Short-cycle tertiary education
771,33,1,2,,8,Setswana ,female,Black,Master or equivalent
772,20,1,2,,5,English,female,Black,Post-secondary non-tertiary education
773,23,1,2,,7,English,female,Black,Bachelor or equivalent
774,29,2,2,,4,zulu,male,Black,Upper secondary education
775,23,1,2,,7,English ,female,Black,Bachelor or equivalent
776,28,2,2,,7,english,male,Black,Bachelor or equivalent
777,54,2,2,,7,English,male,Black,Bachelor or equivalent
778,27,1,2,,7,English ,female,Black,Bachelor or equivalent
779,24,1,2,,7,Xitsonga,female,Black,Bachelor or equivalent
780,26,2,2,,6,Zulu,male,Black,Short-cycle tertiary education
781,25,1,2,,7,IsiXhosa,female,Black,Bachelor or equivalent
782,27,1,2,,7,IsiXhosa,female,Black,Bachelor or equivalent
783,21,2,2,,4,IsiXhosa,male,Black,Upper secondary education
784,28,2,2,,7,English,male,Black,Bachelor or equivalent
785,44,1,2,,7,isizulu,female,Black,Bachelor or equivalent
786,25,1,2,,7,Setswana,female,Black,Bachelor or equivalent
787,23,1,2,,7,English ,female,Black,Bachelor or equivalent
788,20,2,2,,4,venda,male,Black,Upper secondary education
789,32,1,2,,7,Sesotho ,female,Black,Bachelor or equivalent
790,27,1,2,,7,English,female,Black,Bachelor or equivalent
791,32,2,2,,7,Isixhosa,male,Black,Bachelor or equivalent
792,32,1,2,,8,Xhosa,female,Black,Master or equivalent
793,35,2,2,,4,IsiZulu,male,Black,Upper secondary education
794,20,2,2,,4,english,male,Black,Upper secondary education
795,45,1,2,,8,English,female,Black,Master or equivalent
796,22,1,2,,5,Tshivenda,female,Black,Post-secondary non-tertiary education
797,29,1,2,,7,English,female,Black,Bachelor or equivalent
798,48,1,1,,6,Afrikaans,female,White,Short-cycle tertiary education
799,30,1,5,,7,English,female,"Arabic, Central Asian",Bachelor or equivalent
800,22,1,2,,5,English,female,Black,Post-secondary non-tertiary education
801,27,1,2,,7,Zulu,female,Black,Bachelor or equivalent
802,33,2,2,,5,Sepedi,male,Black,Post-secondary non-tertiary education
803,20,2,2,,7,English,male,Black,Bachelor or equivalent
804,27,2,2,,7,isiZulu ,male,Black,Bachelor or equivalent
805,37,2,1,,7,English,male,White,Bachelor or equivalent
806,43,2,2,,6,English,male,Black,Short-cycle tertiary education
