,Age,Gender,Race,Race_alternative,Highest education,First language,Gender_label,Race_label,Highest education_label
518,2,1,1,,7,English,female,White,Bachelor or equivalent
519,4,1,1,,7,English ,female,White,Bachelor or equivalent
520,3,1,1,,7,english,female,White,Bachelor or equivalent
521,5,1,1,,6,English,female,White,Short-cycle tertiary education
522,4,1,1,,5,english,female,White,Post-secondary non-tertiary education
523,3,2,3,,8,english,male,"South Asian Indian, Pakistani, etc.",Master or equivalent
524,3,1,4,,9,english,female,"East Asian Chinese, Japanese, etc.",Doctoral or equivalent
525,3,1,1,,7,English,female,White,Bachelor or equivalent
526,2,1,1,,6,English,female,White,Short-cycle tertiary education
527,4,1,1,,7,English,female,White,Bachelor or equivalent
528,4,1,1,,7,English,female,White,Bachelor or equivalent
529,6,1,1,,7,English,female,White,Bachelor or equivalent
530,4,1,1,,8,English,female,White,Master or equivalent
531,4,2,1,,7,English,male,White,Bachelor or equivalent
532,2,1,1,,7,english,female,White,Bachelor or equivalent
533,2,2,1,,7,english,male,White,Bachelor or equivalent
534,3,1,1,,5,English ,female,White,Post-secondary non-tertiary education
535,3,1,1,,7,english,female,White,Bachelor or equivalent
536,3,1,1,,7,English ,female,White,Bachelor or equivalent
537,4,1,1,,4,English,female,White,Upper secondary education
538,2,1,1,,8,english,female,White,Master or equivalent
539,3,1,1,,5,English ,female,White,Post-secondary non-tertiary education
540,6,1,1,,7,English,female,White,Bachelor or equivalent
541,4,1,1,,6,English,female,White,Short-cycle tertiary education
542,3,1,1,,4,English,female,White,Upper secondary education
543,5,2,1,,4,English,male,White,Upper secondary education
544,3,2,1,,7,English,male,White,Bachelor or equivalent
545,5,1,4,,4,English ,female,"East Asian Chinese, Japanese, etc.",Upper secondary education
546,4,2,1,,7,English,male,White,Bachelor or equivalent
547,2,1,1,,7,English,female,White,Bachelor or equivalent
548,2,1,1,,5,english,female,White,Post-secondary non-tertiary education
549,3,1,1,,4,English,female,White,Upper secondary education
550,4,1,1,,7,English ,female,White,Bachelor or equivalent
552,4,2,1,,4,English,male,White,Upper secondary education
553,2,1,1,,7,English,female,White,Bachelor or equivalent
554,6,2,1,,6,English,male,White,Short-cycle tertiary education
555,3,1,1,,5,English,female,White,Post-secondary non-tertiary education
556,4,1,2,,8,English,female,Black,Master or equivalent
557,4,1,1,,7,English,female,White,Bachelor or equivalent
558,4,1,1,,9,English,female,White,Doctoral or equivalent
559,3,1,1,,7,English,female,White,Bachelor or equivalent
560,7,2,1,,4,English,male,White,Upper secondary education
561,5,1,1,,7,English ,female,White,Bachelor or equivalent
562,3,1,1,,7,English,female,White,Bachelor or equivalent
563,4,1,1,,7,English ,female,White,Bachelor or equivalent
564,2,1,1,,4,English,female,White,Upper secondary education
565,2,2,1,,5,English,male,White,Post-secondary non-tertiary education
566,4,2,1,,7,English,male,White,Bachelor or equivalent
567,4,1,4,,7,English,female,"East Asian Chinese, Japanese, etc.",Bachelor or equivalent
569,2,1,1,,5,English,female,White,Post-secondary non-tertiary education
570,3,1,1,,7,English ,female,White,Bachelor or equivalent
571,4,1,1,,8,English ,female,White,Master or equivalent
572,3,2,1,,6,english,male,White,Short-cycle tertiary education
573,6,1,1,,8,English,female,White,Master or equivalent
574,5,1,1,,8,english,female,White,Master or equivalent
575,3,2,1,,7,English,male,White,Bachelor or equivalent
576,2,1,1,,4,English,female,White,Upper secondary education
577,4,1,1,,7,English,female,White,Bachelor or equivalent
578,2,1,1,,7,English,female,White,Bachelor or equivalent
579,3,2,1,,7,English ,male,White,Bachelor or equivalent
580,5,1,1,,3,English ,female,White,Lower secondary education
581,3,1,3,,8,English,female,"South Asian Indian, Pakistani, etc.",Master or equivalent
582,3,1,1,,7,English,female,White,Bachelor or equivalent
583,6,1,1,,6,English,female,White,Short-cycle tertiary education
584,5,1,1,,6,English,female,White,Short-cycle tertiary education
585,6,1,1,,8,English ,female,White,Master or equivalent
586,3,1,4,,8,english,female,"East Asian Chinese, Japanese, etc.",Master or equivalent
587,4,1,1,,7,English,female,White,Bachelor or equivalent
588,3,1,1,,5,English ,female,White,Post-secondary non-tertiary education
589,6,2,1,,4,English ,male,White,Upper secondary education
590,5,1,1,,8,English,female,White,Master or equivalent
591,2,1,1,,4,English ,female,White,Upper secondary education
592,2,1,1,,7,english,female,White,Bachelor or equivalent
594,2,1,1,,6,English,female,White,Short-cycle tertiary education
595,5,1,1,,8,english,female,White,Master or equivalent
596,6,1,1,,7,English ,female,White,Bachelor or equivalent
597,2,1,3,,7,English ,female,"South Asian Indian, Pakistani, etc.",Bachelor or equivalent
598,3,1,1,,5,english,female,White,Post-secondary non-tertiary education
599,2,1,2,,5,English,female,Black,Post-secondary non-tertiary education
600,5,1,4,,8,english,female,"East Asian Chinese, Japanese, etc.",Master or equivalent
601,7,1,1,,8,English,female,White,Master or equivalent
602,3,2,1,,4,English ,male,White,Upper secondary education
603,2,1,3,,4,english,female,"South Asian Indian, Pakistani, etc.",Upper secondary education
604,3,2,1,,5,English ,male,White,Post-secondary non-tertiary education
605,4,1,1,,7,English,female,White,Bachelor or equivalent
606,4,1,1,,4,ENglish,female,White,Upper secondary education
607,4,1,1,,7,English,female,White,Bachelor or equivalent
609,3,1,1,,4,English,female,White,Upper secondary education
610,3,1,1,,7,English,female,White,Bachelor or equivalent
611,4,1,1,,7,English,female,White,Bachelor or equivalent
612,4,1,1,,6,English ,female,White,Short-cycle tertiary education
613,3,1,1,,5,English ,female,White,Post-secondary non-tertiary education
614,5,1,1,,4,English ,female,White,Upper secondary education
615,3,1,1,,7,English,female,White,Bachelor or equivalent
616,4,1,1,,6,English,female,White,Short-cycle tertiary education
617,5,1,1,,8,English,female,White,Master or equivalent
618,3,1,2,,7,English ,female,Black,Bachelor or equivalent
619,3,1,3,,7,English,female,"South Asian Indian, Pakistani, etc.",Bachelor or equivalent
620,5,2,1,,7,English ,male,White,Bachelor or equivalent
621,3,2,1,,5,English,male,White,Post-secondary non-tertiary education
622,5,1,1,,5,English ,female,White,Post-secondary non-tertiary education
623,4,1,1,,7,English ,female,White,Bachelor or equivalent
624,3,1,3,,4,English ,female,"South Asian Indian, Pakistani, etc.",Upper secondary education
625,4,1,1,,7,English,female,White,Bachelor or equivalent
626,6,2,1,,3,English,male,White,Lower secondary education
627,4,1,1,,5,English ,female,White,Post-secondary non-tertiary education
628,4,1,1,,4,English,female,White,Upper secondary education
629,3,1,1,,3,English,female,White,Lower secondary education
630,3,1,1,,8,English ,female,White,Master or equivalent
631,2,1,1,,8,english,female,White,Master or equivalent
632,3,1,4,,8,English,female,"East Asian Chinese, Japanese, etc.",Master or equivalent
633,2,1,1,,7,English ,female,White,Bachelor or equivalent
634,6,1,1,,4,English ,female,White,Upper secondary education
635,3,2,1,,4,English,male,White,Upper secondary education
636,3,1,4,,8,ENglish,female,"East Asian Chinese, Japanese, etc.",Master or equivalent
637,6,1,1,,7,English,female,White,Bachelor or equivalent
638,3,1,6,Mixed,4,English,female,Other (write in),Upper secondary education
639,5,2,1,,7,English,male,White,Bachelor or equivalent
640,3,1,1,,8,English,female,White,Master or equivalent
