ISO_1	LangName_1	ISO_2	LangName_2	Similarity	Robustness
bre	Breton	cmn	Mandarin Chinese	0.019	Medium
bre	Breton	cop	Coptic	0.440	Low
bre	Breton	cor	Cornish	5.752	Medium
bre	Breton	cos	Corsican	3.183	Medium
bre	Breton	crh	Crimean Tatar	1.081	Medium
bre	Breton	csb	Kashubian	1.182	Low
bre	Breton	cym	Welsh	4.892	Medium
bre	Breton	dan	Danish	1.863	Medium
bre	Breton	deu	German	1.589	Medium
bre	Breton	dlg	Dolgan	0.462	Low
bre	Breton	dsb	Lower Sorbian	1.365	Medium
bre	Breton	ell	Modern Greek	1.122	Medium
bre	Breton	eng	English	1.041	Medium
bre	Breton	epo	Esperanto	2.423	Medium
bre	Breton	eus	Basque	1.199	Medium
bre	Breton	evn	Evenki	0.686	Low
bre	Breton	ewe	Ewe	0.421	Low
bre	Breton	ext	Extremaduran	0.463	Low
bre	Breton	fao	Faroese	1.505	Medium
bre	Breton	fas	Persian	0.367	Medium
bre	Breton	fij	Fijian	0.562	Low
bre	Breton	fin	Finnish	0.462	Medium
bre	Breton	fra	French	1.594	Medium
bre	Breton	frr	Northern Frisian	0.681	Low
bre	Breton	fry	Western Frisian	2.487	Medium
bre	Breton	fur	Friulian	2.936	Medium
bre	Breton	gag	Gagauz	1.526	Low
bre	Breton	gil	Gilbertese	0.417	Low
bre	Breton	gla	Scottish Gaelic	1.791	Medium
bre	Breton	gle	Irish	2.216	Medium
bre	Breton	glg	Galician	1.884	Medium
bre	Breton	glv	Manx	1.283	Medium
bre	Breton	grc	Ancient Greek	0.835	Medium
bre	Breton	gsw	Swiss German	0.431	Low
bre	Breton	guj	Gujarati	0.819	Medium
bre	Breton	hat	Haitian	1.541	Medium
bre	Breton	hau	Hausa	0.181	Medium
bre	Breton	haw	Hawaiian	0.276	Medium
bre	Breton	heb	Hebrew	0.231	Medium
bre	Breton	hil	Hiligaynon	0.683	Medium
bre	Breton	hin	Hindi	0.581	Medium
bre	Breton	hrv	Croatian	0.866	Medium
bre	Breton	hsb	Upper Sorbian	1.069	Medium
bre	Breton	hun	Hungarian	1.143	Medium
bre	Breton	hye	Armenian	0.735	Medium
bre	Breton	ibo	Igbo	0.486	Low
bre	Breton	ilo	Iloko	0.638	Low
bre	Breton	ind	Indonesian	0.471	Medium
bre	Breton	isl	Icelandic	0.757	Medium
bre	Breton	ita	Italian	1.642	Medium
bre	Breton	izh	Ingrian	0.409	Low
bre	Breton	jam	Jamaican Creole English	0.543	Low
bre	Breton	jav	Javanese	1.690	Low
bre	Breton	jpn	Japanese	0.417	Medium
bre	Breton	kaa	Kara-Kalpak	0.447	Low
bre	Breton	kab	Kabyle	0.295	Low
bre	Breton	kal	Kalaallisut	0.351	Medium
bre	Breton	kan	Kannada	0.460	Medium
bre	Breton	kas	Kashmiri	0.695	Medium
bre	Breton	kat	Georgian	0.887	Medium
bre	Breton	kaz	Kazakh	0.844	Medium
bre	Breton	khm	Khmer	0.647	Medium
bre	Breton	kin	Kinyarwanda	0.689	Medium
bre	Breton	kir	Kirghiz	0.753	Medium
bre	Breton	kjh	Khakas	0.771	Low
bre	Breton	kmr	Northern Kurdish	0.978	Medium
bre	Breton	koi	Komi-Permyak	0.821	Low
bre	Breton	kok	Konkani	0.777	Medium
bre	Breton	kor	Korean	0.096	Medium
bre	Breton	krc	Karachay-Balkar	0.584	Medium
bre	Breton	krl	Karelian	0.314	Low
bre	Breton	ksh	Kölsch	0.262	Medium
bre	Breton	kum	Kumyk	0.622	Medium
bre	Breton	lad	Ladino	0.583	Low
bre	Breton	lao	Lao	0.296	Medium
bre	Breton	lat	Latin	2.287	Medium
bre	Breton	lez	Lezghian	0.912	Low
bre	Breton	lij	Ligurian	0.869	Medium
bre	Breton	lim	Limburgan	2.388	Medium
bre	Breton	lin	Lingala	1.099	Low
bre	Breton	lit	Lithuanian	1.208	Medium
bre	Breton	liv	Liv	0.267	Low
bre	Breton	lld	Ladin	0.752	Low
bre	Breton	lmo	Lombard	1.268	Low
bre	Breton	ltg	Latgalian	0.644	Medium
bre	Breton	ltz	Luxembourgish	2.499	Medium
bre	Breton	lug	Ganda	0.177	Medium
bre	Breton	lzz	Laz	0.949	Low
bre	Breton	mal	Malayalam	0.444	Medium
bre	Breton	mar	Marathi	0.603	Medium
bre	Breton	mdf	Moksha	0.625	Medium
bre	Breton	mel	Central Melanau	0.520	Low
bre	Breton	mer	Meru	0.235	Low
bre	Breton	mhn	Mócheno	1.597	Low
bre	Breton	mhr	Eastern Mari	0.656	Medium
bre	Breton	mkd	Macedonian	1.609	Medium
bre	Breton	mlt	Maltese	2.898	Medium
bre	Breton	mni	Manipuri	0.396	Medium
bre	Breton	mon	Mongolian	0.165	Medium
bre	Breton	mri	Maori	0.252	Medium
bre	Breton	msa	Malay	0.375	Medium
bre	Breton	mwl	Mirandese	1.518	Low
bre	Breton	mya	Burmese	0.260	Medium
bre	Breton	myv	Erzya	0.911	Medium
bre	Breton	mzn	Mazanderani	0.173	Low
bre	Breton	nap	Neapolitan	2.290	Medium
bre	Breton	nav	Navajo	0.203	Medium
bre	Breton	nds	Low German	1.060	Medium
bre	Breton	nep	Nepali	0.558	Medium
bre	Breton	nld	Dutch	1.370	Medium
bre	Breton	nmn	?Xóõ	0.180	Low
bre	Breton	nno	Norwegian Nynorsk	1.786	Medium
bre	Breton	nob	Norwegian Bokmål	1.681	Medium
bre	Breton	nog	Nogai	0.499	Medium
bre	Breton	nso	Pedi	0.133	Medium
bre	Breton	oci	Occitan	3.530	Medium
bre	Breton	ori	Oriya	0.962	Medium
bre	Breton	oss	Ossetian	0.920	Medium
bre	Breton	pag	Pangasinan	0.858	Low
bre	Breton	pam	Pampanga	1.182	Low
bre	Breton	pan	Panjabi	0.763	Medium
bre	Breton	pap	Papiamento	1.202	Medium
bre	Breton	pjt	Pitjantjatjara	0.131	Medium
bre	Breton	pms	Piemontese	2.050	Low
bre	Breton	pnb	Western Panjabi	0.502	Low
bre	Breton	pol	Polish	0.884	Medium
bre	Breton	por	Portuguese	2.147	Medium
bre	Breton	prg	Prussian	1.158	Low
bre	Breton	rap	Rapanui	0.179	Medium
bre	Breton	rgn	Romagnol	2.436	Low
bre	Breton	rhg	Rohingya	0.409	Medium
bre	Breton	roh	Romansh	2.952	Medium
bre	Breton	ron	Romanian	1.297	Medium
bre	Breton	rue	Rusyn	0.896	Low
bre	Breton	rup	Macedo-Romanian	2.332	Medium
bre	Breton	rus	Russian	0.929	Medium
bre	Breton	sah	Yakut	1.098	Medium
bre	Breton	san	Sanskrit	0.305	Medium
bre	Breton	sat	Santali	0.244	Low
bre	Breton	scn	Sicilian	3.552	Medium
bre	Breton	sco	Scots	2.134	Medium
bre	Breton	sdc	Sassarese Sardinian	0.353	Medium
bre	Breton	sdn	Gallurese Sardinian	0.202	Low
bre	Breton	sgs	Samogitian	0.710	Low
bre	Breton	sin	Sinhala	0.527	Medium
bre	Breton	slk	Slovak	0.938	Medium
bre	Breton	slv	Slovenian	0.955	Medium
bre	Breton	sme	Northern Sami	0.505	Medium
bre	Breton	sms	Skolt Sami	0.756	Medium
bre	Breton	snd	Sindhi	0.159	Low
bre	Breton	som	Somali	0.334	Low
bre	Breton	sot	Southern Sotho	1.771	Medium
bre	Breton	spa	Spanish	1.496	Medium
bre	Breton	sqi	Albanian	1.407	Medium
bre	Breton	srn	Sranan Tongo	0.208	Low
bre	Breton	sro	Campidanese Sardinian	0.938	Medium
bre	Breton	stq	Saterfriesisch	0.629	Low
bre	Breton	sun	Sundanese	1.208	Low
bre	Breton	swe	Swedish	1.513	Medium
bre	Breton	szl	Silesian	0.475	Low
bre	Breton	tam	Tamil	0.317	Medium
bre	Breton	tat	Tatar	0.774	Medium
bre	Breton	tel	Telugu	0.313	Medium
bre	Breton	tet	Tetum	0.838	Low
bre	Breton	tgk	Tajik	1.175	Medium
bre	Breton	tgl	Tagalog	1.376	Medium
bre	Breton	tha	Thai	0.172	Medium
bre	Breton	tly	Talysh	0.189	Medium
bre	Breton	tpi	Tok Pisin	0.411	Medium
bre	Breton	tsn	Tswana	0.471	Medium
bre	Breton	tuk	Turkmen	1.090	Medium
bre	Breton	tur	Turkish	1.466	Medium
bre	Breton	twf	Northern Tiwa	0.217	Low
bre	Breton	tyv	Tuvinian	0.609	Medium
bre	Breton	udm	Udmurt	0.613	Low
bre	Breton	uig	Uighur	0.189	Medium
bre	Breton	ukr	Ukrainian	1.455	Medium
bre	Breton	urd	Urdu	0.586	Medium
bre	Breton	vec	Venetian	2.443	Medium
bre	Breton	ven	Venda	0.069	Medium
bre	Breton	vep	Veps	1.211	Low
bre	Breton	vie	Vietnamese	0.412	Medium
bre	Breton	vls	Vlaams	2.127	Low
bre	Breton	vot	Votic	0.145	Low
bre	Breton	vro	Võro	0.588	Low
bre	Breton	war	Waray	1.178	Low
bre	Breton	wln	Walloon	2.526	Medium
bre	Breton	wol	Wolof	0.295	Low
bre	Breton	wym	Wymysorys	0.187	Low
bre	Breton	xal	Kalmyk	0.491	Low
bre	Breton	xho	Xhosa	0.278	Medium
bre	Breton	xmf	Mingrelian	1.187	Low
bre	Breton	yor	Yoruba	0.283	Medium
bre	Breton	zsm	Standard Malay	0.645	Medium
bre	Breton	zul	Zulu	0.316	Medium
brg	Baure	bul	Bulgarian	0.095	Low
brg	Baure	cat	Catalan	0.118	Low
brg	Baure	ces	Czech	0.088	Low
brg	Baure	chu	Church Slavic	0.234	Low
brg	Baure	csb	Kashubian	0.604	Low
brg	Baure	cym	Welsh	0.112	Low
brg	Baure	dan	Danish	0.115	Low
brg	Baure	deu	German	0.059	Low
brg	Baure	dsb	Lower Sorbian	0.211	Low
brg	Baure	ell	Modern Greek	0.070	Low
brg	Baure	eng	English	0.039	Low
brg	Baure	epo	Esperanto	0.079	Low
brg	Baure	eus	Basque	0.077	Low
brg	Baure	fra	French	0.049	Low
brg	Baure	fry	Western Frisian	0.162	Low
brg	Baure	fur	Friulian	0.326	Low
brg	Baure	glg	Galician	0.073	Low
brg	Baure	haw	Hawaiian	0.247	Low
brg	Baure	hrv	Croatian	0.054	Low
brg	Baure	hsb	Upper Sorbian	0.326	Low
brg	Baure	ind	Indonesian	0.039	Low
brg	Baure	isl	Icelandic	0.090	Low
brg	Baure	ita	Italian	0.120	Low
brg	Baure	jpn	Japanese	0.031	Low
brg	Baure	lat	Latin	0.096	Low
brg	Baure	mhn	Mócheno	1.058	Low
brg	Baure	mkd	Macedonian	0.129	Low
brg	Baure	mri	Maori	0.294	Low
brg	Baure	msa	Malay	0.040	Low
brg	Baure	mwl	Mirandese	0.583	Low
brg	Baure	nld	Dutch	0.053	Low
brg	Baure	nno	Norwegian Nynorsk	0.141	Low
brg	Baure	nob	Norwegian Bokmål	0.111	Low
brg	Baure	oci	Occitan	0.159	Low
brg	Baure	pol	Polish	0.111	Low
brg	Baure	por	Portuguese	0.054	Low
brg	Baure	rap	Rapanui	0.574	Low
brg	Baure	roh	Romansh	0.195	Low
brg	Baure	ron	Romanian	0.053	Low
brg	Baure	rup	Macedo-Romanian	0.322	Low
brg	Baure	rus	Russian	0.051	Low
brg	Baure	san	Sanskrit	0.066	Low
brg	Baure	scn	Sicilian	0.188	Low
brg	Baure	slk	Slovak	0.071	Low
brg	Baure	slv	Slovenian	0.059	Low
brg	Baure	spa	Spanish	0.173	Low
brg	Baure	swe	Swedish	0.108	Low
brg	Baure	tgl	Tagalog	0.492	Low
brg	Baure	twf	Northern Tiwa	0.816	Low
brg	Baure	ukr	Ukrainian	0.134	Low
brg	Baure	wln	Walloon	0.447	Low
brg	Baure	zsm	Standard Malay	0.064	Low
brx	Bodo	bul	Bulgarian	0.423	High
brx	Bodo	bxr	Russia Buriat	0.939	Low
brx	Bodo	cat	Catalan	0.572	High
brx	Bodo	ccc	Chamicuro	0.258	Medium
brx	Bodo	ceb	Cebuano	0.690	Medium
brx	Bodo	ces	Czech	0.459	High
brx	Bodo	cha	Chamorro	0.194	Medium
brx	Bodo	che	Chechen	0.442	Medium
brx	Bodo	chn	Chinook jargon	0.200	Medium
brx	Bodo	chr	Cherokee	0.155	Medium
brx	Bodo	chu	Church Slavic	0.153	Medium
brx	Bodo	chv	Chuvash	0.428	Low
brx	Bodo	cjs	Shor	0.254	Medium
brx	Bodo	ckb	Central Kurdish	0.184	Medium
brx	Bodo	cmn	Mandarin Chinese	0.070	High
brx	Bodo	cop	Coptic	0.349	Medium
brx	Bodo	cor	Cornish	0.295	Medium
brx	Bodo	cos	Corsican	0.287	Medium
brx	Bodo	crh	Crimean Tatar	1.061	Medium
brx	Bodo	csb	Kashubian	0.205	Low
brx	Bodo	cym	Welsh	0.593	High
brx	Bodo	dan	Danish	0.617	High
brx	Bodo	deu	German	0.509	High
brx	Bodo	div	Dhivehi	0.263	Medium
brx	Bodo	dsb	Lower Sorbian	0.326	Medium
brx	Bodo	ell	Modern Greek	0.464	High
brx	Bodo	eng	English	0.565	High
brx	Bodo	epo	Esperanto	0.739	High
brx	Bodo	esu	Central Yupik	0.187	Low
brx	Bodo	eus	Basque	0.561	High
brx	Bodo	evn	Evenki	0.169	Low
brx	Bodo	ewe	Ewe	0.226	Low
brx	Bodo	ext	Extremaduran	0.607	Low
brx	Bodo	fao	Faroese	0.840	Medium
brx	Bodo	fas	Persian	0.245	High
brx	Bodo	fij	Fijian	0.146	Low
brx	Bodo	fin	Finnish	0.310	High
brx	Bodo	fra	French	0.592	High
brx	Bodo	frp	Arpitan	0.752	Low
brx	Bodo	frr	Northern Frisian	0.248	Low
brx	Bodo	fry	Western Frisian	0.637	Medium
brx	Bodo	fur	Friulian	0.958	Medium
brx	Bodo	gag	Gagauz	1.438	Low
brx	Bodo	gla	Scottish Gaelic	0.543	High
brx	Bodo	gle	Irish	0.663	High
brx	Bodo	glg	Galician	0.529	High
brx	Bodo	glv	Manx	0.333	High
brx	Bodo	grc	Ancient Greek	0.507	Medium
brx	Bodo	gsw	Swiss German	0.347	Low
brx	Bodo	guj	Gujarati	5.777	High
brx	Bodo	hat	Haitian	0.559	Medium
brx	Bodo	hau	Hausa	0.284	Medium
brx	Bodo	haw	Hawaiian	0.146	Medium
brx	Bodo	heb	Hebrew	0.323	High
brx	Bodo	hil	Hiligaynon	0.415	Medium
brx	Bodo	hin	Hindi	1.883	High
brx	Bodo	hrv	Croatian	0.434	High
brx	Bodo	hsb	Upper Sorbian	0.278	Medium
brx	Bodo	hun	Hungarian	0.586	High
brx	Bodo	hye	Armenian	0.533	High
brx	Bodo	ilo	Iloko	0.119	Low
brx	Bodo	ind	Indonesian	0.493	High
brx	Bodo	isl	Icelandic	0.424	High
brx	Bodo	ita	Italian	0.631	High
brx	Bodo	izh	Ingrian	0.151	Low
brx	Bodo	jam	Jamaican Creole English	0.326	Low
brx	Bodo	jav	Javanese	0.738	Low
brx	Bodo	jpn	Japanese	0.405	High
brx	Bodo	kaa	Kara-Kalpak	0.851	Low
brx	Bodo	kab	Kabyle	0.136	Low
brx	Bodo	kal	Kalaallisut	0.389	Medium
brx	Bodo	kam	Kamba	0.279	Low
brx	Bodo	kan	Kannada	3.676	High
brx	Bodo	kas	Kashmiri	3.373	High
brx	Bodo	kat	Georgian	0.531	High
brx	Bodo	kaz	Kazakh	0.684	Medium
brx	Bodo	kbd	Kabardian	1.037	Low
brx	Bodo	ket	Ket	0.128	Low
brx	Bodo	khm	Khmer	0.469	Medium
brx	Bodo	kik	Kikuyu	0.241	Low
brx	Bodo	kin	Kinyarwanda	0.067	Medium
brx	Bodo	kir	Kirghiz	0.905	Medium
brx	Bodo	kjh	Khakas	0.721	Low
brx	Bodo	kmr	Northern Kurdish	0.636	Medium
brx	Bodo	koi	Komi-Permyak	0.202	Low
brx	Bodo	kok	Konkani	4.543	High
brx	Bodo	kor	Korean	0.214	High
brx	Bodo	krc	Karachay-Balkar	0.836	Medium
brx	Bodo	krl	Karelian	0.386	Low
brx	Bodo	ksh	Kölsch	0.619	Medium
brx	Bodo	kum	Kumyk	0.627	Medium
brx	Bodo	lad	Ladino	0.133	Low
brx	Bodo	lao	Lao	0.283	Medium
brx	Bodo	lat	Latin	0.848	High
brx	Bodo	lez	Lezghian	0.096	Low
brx	Bodo	lij	Ligurian	0.075	Medium
brx	Bodo	lim	Limburgan	0.680	Medium
brx	Bodo	lin	Lingala	0.671	Low
brx	Bodo	lit	Lithuanian	0.368	High
brx	Bodo	lmo	Lombard	0.540	Low
brx	Bodo	ltg	Latgalian	0.040	Medium
brx	Bodo	ltz	Luxembourgish	0.845	Medium
brx	Bodo	lug	Ganda	0.068	Medium
brx	Bodo	luo	Luo	0.380	Medium
brx	Bodo	lus	Lushai	0.095	High
brx	Bodo	lzz	Laz	0.137	Low
brx	Bodo	mal	Malayalam	2.069	High
brx	Bodo	mar	Marathi	1.060	High
brx	Bodo	mdf	Moksha	0.502	Medium
brx	Bodo	mel	Central Melanau	0.281	Low
brx	Bodo	mer	Meru	0.121	Low
brx	Bodo	mhr	Eastern Mari	0.081	Medium
brx	Bodo	mkd	Macedonian	0.897	High
brx	Bodo	mlt	Maltese	1.115	Medium
brx	Bodo	mni	Manipuri	2.432	High
brx	Bodo	mon	Mongolian	0.126	High
brx	Bodo	mri	Maori	0.228	Medium
brx	Bodo	msa	Malay	0.625	High
brx	Bodo	mwl	Mirandese	0.382	Low
brx	Bodo	mya	Burmese	0.441	Medium
brx	Bodo	myv	Erzya	0.254	Medium
brx	Bodo	nap	Neapolitan	0.221	Medium
brx	Bodo	nau	Nauru	0.351	Low
brx	Bodo	nav	Navajo	0.169	Medium
brx	Bodo	nds	Low German	0.534	Medium
brx	Bodo	nep	Nepali	6.857	High
brx	Bodo	nld	Dutch	0.788	High
brx	Bodo	nno	Norwegian Nynorsk	0.739	High
brx	Bodo	nob	Norwegian Bokmål	0.608	High
brx	Bodo	nog	Nogai	0.607	Medium
brx	Bodo	nso	Pedi	0.298	High
brx	Bodo	oci	Occitan	0.830	Medium
brx	Bodo	ori	Oriya	5.134	High
brx	Bodo	oss	Ossetian	0.706	Medium
brx	Bodo	pag	Pangasinan	0.354	Low
brx	Bodo	pan	Panjabi	5.202	High
brx	Bodo	pap	Papiamento	0.577	Medium
brx	Bodo	pdc	Pennsylvania German	0.708	Low
brx	Bodo	pih	Pitcairn-Norfolk	0.689	Low
brx	Bodo	pjt	Pitjantjatjara	0.225	Medium
brx	Bodo	pli	Pali	0.611	Low
brx	Bodo	pnb	Western Panjabi	0.247	Low
brx	Bodo	pol	Polish	0.351	High
brx	Bodo	por	Portuguese	0.791	High
brx	Bodo	rhg	Rohingya	0.580	Medium
brx	Bodo	roh	Romansh	0.850	Medium
brx	Bodo	ron	Romanian	0.417	High
brx	Bodo	rue	Rusyn	0.294	Low
brx	Bodo	rup	Macedo-Romanian	0.765	Medium
brx	Bodo	rus	Russian	0.423	High
brx	Bodo	sah	Yakut	0.152	Medium
brx	Bodo	san	Sanskrit	2.005	High
brx	Bodo	sat	Santali	0.400	Low
brx	Bodo	scn	Sicilian	1.025	Medium
brx	Bodo	sco	Scots	0.592	Medium
brx	Bodo	sgs	Samogitian	0.467	Low
brx	Bodo	sin	Sinhala	0.969	Medium
brx	Bodo	slk	Slovak	0.354	High
brx	Bodo	slv	Slovenian	0.396	High
brx	Bodo	sme	Northern Sami	0.300	Medium
brx	Bodo	sms	Skolt Sami	0.300	Medium
brx	Bodo	sna	Shona	0.132	Low
brx	Bodo	snd	Sindhi	0.312	Low
brx	Bodo	som	Somali	0.874	Low
brx	Bodo	sot	Southern Sotho	1.263	Medium
brx	Bodo	spa	Spanish	0.600	High
brx	Bodo	sqi	Albanian	0.611	High
brx	Bodo	ssw	Swati	0.502	Low
brx	Bodo	stq	Saterfriesisch	0.943	Low
brx	Bodo	sun	Sundanese	0.389	Low
brx	Bodo	swe	Swedish	0.548	High
brx	Bodo	tah	Tahitian	0.607	Low
brx	Bodo	tam	Tamil	1.357	High
brx	Bodo	tat	Tatar	1.104	Medium
brx	Bodo	tel	Telugu	2.344	High
brx	Bodo	tet	Tetum	0.456	Low
brx	Bodo	tgk	Tajik	1.115	Medium
brx	Bodo	tgl	Tagalog	0.916	Medium
brx	Bodo	tha	Thai	0.355	High
brx	Bodo	tir	Tigrinya	0.259	Medium
brx	Bodo	tpi	Tok Pisin	0.397	Medium
brx	Bodo	tsn	Tswana	0.316	High
brx	Bodo	tuk	Turkmen	0.652	Medium
brx	Bodo	tur	Turkish	1.045	High
brx	Bodo	twf	Northern Tiwa	0.405	Low
brx	Bodo	tyv	Tuvinian	0.441	Medium
brx	Bodo	udi	Udi	0.194	Low
brx	Bodo	udm	Udmurt	0.201	Low
brx	Bodo	uig	Uighur	0.397	Medium
brx	Bodo	ukr	Ukrainian	0.415	High
brx	Bodo	urd	Urdu	2.877	High
brx	Bodo	vec	Venetian	0.946	Medium
brx	Bodo	ven	Venda	0.039	Medium
brx	Bodo	vep	Veps	0.603	Low
brx	Bodo	vie	Vietnamese	0.438	High
brx	Bodo	vls	Vlaams	1.137	Low
brx	Bodo	vot	Votic	0.391	Medium
brx	Bodo	vro	Võro	0.337	Low
brx	Bodo	wln	Walloon	0.576	Medium
brx	Bodo	wol	Wolof	0.770	Low
brx	Bodo	wym	Wymysorys	0.276	Low
brx	Bodo	xal	Kalmyk	0.841	Low
brx	Bodo	xho	Xhosa	0.247	High
brx	Bodo	xmf	Mingrelian	0.206	Low
brx	Bodo	yua	Yucateco	0.105	Low
brx	Bodo	zsm	Standard Malay	0.660	High
brx	Bodo	zul	Zulu	0.420	High
bug	Buginese	ilo	Iloko	6.779	Low
bug	Buginese	jav	Javanese	7.861	Low
bug	Buginese	pam	Pampanga	10.615	Low
bug	Buginese	tgl	Tagalog	2.080	Low
bug	Buginese	zsm	Standard Malay	0.712	Low
bul	Bulgarian	bxr	Russia Buriat	0.859	Low
bul	Bulgarian	cat	Catalan	2.713	High
bul	Bulgarian	ccc	Chamicuro	0.057	Medium
bul	Bulgarian	ceb	Cebuano	0.797	Medium
bul	Bulgarian	ces	Czech	5.885	High
bul	Bulgarian	cha	Chamorro	0.252	Medium
bul	Bulgarian	che	Chechen	1.029	Medium
bul	Bulgarian	chn	Chinook jargon	0.142	Medium
bul	Bulgarian	chu	Church Slavic	2.754	Medium
bul	Bulgarian	chv	Chuvash	1.057	Low
bul	Bulgarian	cjs	Shor	0.305	Medium
bul	Bulgarian	ckb	Central Kurdish	0.159	Medium
bul	Bulgarian	cmn	Mandarin Chinese	0.081	High
bul	Bulgarian	cop	Coptic	0.340	Medium
bul	Bulgarian	cor	Cornish	0.609	Medium
bul	Bulgarian	cos	Corsican	0.978	Medium
bul	Bulgarian	crh	Crimean Tatar	0.989	Medium
bul	Bulgarian	csb	Kashubian	2.466	Low
bul	Bulgarian	cym	Welsh	1.277	High
bul	Bulgarian	dan	Danish	3.866	High
bul	Bulgarian	deu	German	2.711	High
bul	Bulgarian	div	Dhivehi	0.307	Medium
bul	Bulgarian	dng	Dungan	0.213	Low
bul	Bulgarian	dsb	Lower Sorbian	2.861	Medium
bul	Bulgarian	ell	Modern Greek	1.271	High
bul	Bulgarian	eng	English	2.182	High
bul	Bulgarian	epo	Esperanto	2.656	High
bul	Bulgarian	esu	Central Yupik	0.150	Low
bul	Bulgarian	eus	Basque	2.061	High
bul	Bulgarian	evn	Evenki	0.871	Low
bul	Bulgarian	ewe	Ewe	0.173	Low
bul	Bulgarian	ext	Extremaduran	0.116	Low
bul	Bulgarian	fao	Faroese	1.361	Medium
bul	Bulgarian	fas	Persian	0.373	High
bul	Bulgarian	fij	Fijian	0.230	Low
bul	Bulgarian	fin	Finnish	1.133	High
bul	Bulgarian	fra	French	2.740	High
bul	Bulgarian	frr	Northern Frisian	0.807	Low
bul	Bulgarian	fry	Western Frisian	1.660	Medium
bul	Bulgarian	fur	Friulian	1.607	Medium
bul	Bulgarian	gag	Gagauz	0.443	Low
bul	Bulgarian	gil	Gilbertese	0.243	Low
bul	Bulgarian	gla	Scottish Gaelic	0.776	High
bul	Bulgarian	gle	Irish	1.164	High
bul	Bulgarian	glg	Galician	2.304	High
bul	Bulgarian	glv	Manx	0.475	High
bul	Bulgarian	grc	Ancient Greek	0.689	Medium
bul	Bulgarian	gsw	Swiss German	0.257	Low
bul	Bulgarian	guj	Gujarati	0.928	High
bul	Bulgarian	hat	Haitian	1.560	Medium
bul	Bulgarian	hau	Hausa	0.079	Medium
bul	Bulgarian	haw	Hawaiian	0.090	Medium
bul	Bulgarian	heb	Hebrew	0.454	High
bul	Bulgarian	hil	Hiligaynon	0.401	Medium
bul	Bulgarian	hin	Hindi	0.616	High
bul	Bulgarian	hrv	Croatian	10.397	High
bul	Bulgarian	hsb	Upper Sorbian	1.838	Medium
bul	Bulgarian	hun	Hungarian	1.975	High
bul	Bulgarian	hye	Armenian	0.993	High
bul	Bulgarian	iii	Sichuan Yi	0.022	Medium
bul	Bulgarian	ilo	Iloko	0.632	Low
bul	Bulgarian	ind	Indonesian	1.094	High
bul	Bulgarian	isl	Icelandic	1.268	High
bul	Bulgarian	ita	Italian	3.050	High
bul	Bulgarian	izh	Ingrian	0.549	Low
bul	Bulgarian	jam	Jamaican Creole English	0.528	Low
bul	Bulgarian	jav	Javanese	0.598	Low
bul	Bulgarian	jpn	Japanese	0.999	High
bul	Bulgarian	kaa	Kara-Kalpak	0.148	Low
bul	Bulgarian	kab	Kabyle	0.144	Low
bul	Bulgarian	kal	Kalaallisut	0.542	Medium
bul	Bulgarian	kam	Kamba	0.118	Low
bul	Bulgarian	kan	Kannada	0.465	High
bul	Bulgarian	kas	Kashmiri	0.578	High
bul	Bulgarian	kat	Georgian	1.669	High
bul	Bulgarian	kaz	Kazakh	2.162	Medium
bul	Bulgarian	ket	Ket	0.390	Low
bul	Bulgarian	khm	Khmer	0.297	Medium
bul	Bulgarian	kik	Kikuyu	0.108	Low
bul	Bulgarian	kin	Kinyarwanda	0.306	Medium
bul	Bulgarian	kir	Kirghiz	2.019	Medium
bul	Bulgarian	kjh	Khakas	1.049	Low
bul	Bulgarian	kmr	Northern Kurdish	1.053	Medium
bul	Bulgarian	koi	Komi-Permyak	1.350	Low
bul	Bulgarian	kok	Konkani	0.718	High
bul	Bulgarian	kor	Korean	0.325	High
bul	Bulgarian	krc	Karachay-Balkar	0.109	Medium
bul	Bulgarian	krl	Karelian	0.588	Low
bul	Bulgarian	ksh	Kölsch	0.461	Medium
bul	Bulgarian	kum	Kumyk	0.837	Medium
bul	Bulgarian	lad	Ladino	0.315	Low
bul	Bulgarian	lao	Lao	0.250	Medium
bul	Bulgarian	lat	Latin	1.573	High
bul	Bulgarian	lbe	Lak	0.831	Low
bul	Bulgarian	lez	Lezghian	1.268	Low
bul	Bulgarian	lij	Ligurian	0.994	Medium
bul	Bulgarian	lim	Limburgan	1.131	Medium
bul	Bulgarian	lin	Lingala	0.470	Low
bul	Bulgarian	lit	Lithuanian	3.661	High
bul	Bulgarian	liv	Liv	0.695	Low
bul	Bulgarian	lmo	Lombard	0.647	Low
bul	Bulgarian	ltg	Latgalian	0.846	Medium
bul	Bulgarian	ltz	Luxembourgish	1.853	Medium
bul	Bulgarian	lug	Ganda	0.254	Medium
bul	Bulgarian	luo	Luo	0.267	Medium
bul	Bulgarian	lus	Lushai	0.043	High
bul	Bulgarian	lzz	Laz	0.284	Low
bul	Bulgarian	mad	Madurese	0.311	Low
bul	Bulgarian	mal	Malayalam	0.487	High
bul	Bulgarian	mar	Marathi	0.366	High
bul	Bulgarian	mdf	Moksha	1.427	Medium
bul	Bulgarian	mel	Central Melanau	0.137	Low
bul	Bulgarian	mer	Meru	0.278	Low
bul	Bulgarian	mhn	Mócheno	0.288	Low
bul	Bulgarian	mhr	Eastern Mari	2.248	Medium
